"id","exerciseName","exerciseCategory","video","instructions","likes_count"
101,Standing Calf Raises,Calves,https://www.youtube.com/v/GfipiG4q3kk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position your shoulders directly under the pads with the balls of your feet on the foot platform about 6-8 inches apart.



While performing the movement you should be standing up completely straight with the only movement occurring at your ankle joint.



Keeping your legs straight, lower your heels until you feel a good stretch in your calves.



Lift your body up as high as possible onto your toes, hold it there a moment, and then return to the starting position.



The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
103,Standing Leg Curls,Thighs,https://www.youtube.com/v/MhP8t1m_J7c?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand with your torso against the stabilizing pad, place the back of your right ankle against the ankle pad, and grab the available handles (some machines may also have a pad on which to place your opposite knee).



Pull your right foot towards your buttocks, being sure to avoid excessive hip motion throughout the movement, until your leg is as close to your buttocks as possible.



Reverse the movement and return to the starting position. The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.



After completing your reps for one side, reverse sides and repeat.",0
105,Stiff-Legged Dumbbell Deadlifts,Thighs,https://www.youtube.com/v/m-fxh6c6gvk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Hold two dumbbells with your palms facing you and your feet about 4-6 inches apart; your toes should be pointing forward at their natural angle. 



Start with the dumbbells held along your upper thighs. 



With your legs and arms straight throughout the movement, lower the dumbbells down along your legs until they touch your toes or until you feel a stretching sensation in your hamstrings. 



Contracting the buttocks and hamstrings, pull the dumbbells along your legs back to the starting position. 



Your lower and upper back should remain straight throughout the movement. 



The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
106,T-Bar Rows,Back,https://www.youtube.com/v/1NAB06a2f74?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie with the front of your torso on the pad and grip the T-Bar handles which allow your palms to be facing one another (If your T-Bar apparatus does not have a torso support, maintain a good arch in your back, your legs slightly bent, and your torso a little above parallel). 

 

You should be positioned so that the plates are aligned with the center of your chest at the top of the movement. 

 

Pull the T-Bar up to your torso, being sure to keep your elbows close to your sides and maintaining a fixed position with your torso throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
107,Triceps Parallel-Bar Dips,Triceps,https://www.youtube.com/v/ZKn62XWsKIU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip parallel bars (the bars may parallel with each other or V-shaped) with your palms facing one another. 

 

Jump up and support your body with your arms extended; bend your legs behind you and cross your ankles. 

 

Keep your torso fully erect throughout the movement, this will focus the majority of the load on your Triceps (this contrasts Parallel-Bar Dips which require you to lean your torso forward to place the majority of the load on the Pectorals). 

 

Lower your body until shoulder is just slightly lower than elbow, being sure to keep your upper arms close to your torso. 

 

Press your body up to the starting position; do not lock your elbows at the top. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not bounce at the bottom of the movement.",0
108,Wide-Grip Behind-The-Neck Pulldowns,Back,https://www.youtube.com/v/mhwYAAwm-yw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat or pad such that it rests on your lower thighs just above your knees.



Stand up and grab the bar with a slightly wider than shoulder width grip with your palms facing away from you.



Sit down with your arms fully extended and your thighs underneath the pads.



Pull the weight down behind your head until it reaches the base of your neck, focusing on pulling your elbows down and back as you perform the movement.



Keep a good arch in your back and your torso in a fixed vertical position throughout the movement.



Reverse the movement and return to the starting position.



The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
111,Triceps Bench Dips,Triceps,https://www.youtube.com/v/iD3yI8C-WUU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Place two flat benches in a parallel position, about 2-3 feet apart. 

 

Put your feet on one bench and your hands behind you on the other, about 7-8 inches apart. 

 

Starting with your arms straight, lower your torso as far as possible between the benches. 

 

Press your body back to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
115,Speedwalking,"Cardio,Walking",https://www.youtube.com/v/obYYLLNMP4I?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"This walking exercise should be completed at 100% of YOUR maximum walking effort for the duration of the exercise.

RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
116,Wide Grip Front Chin-Ups,Back,https://www.youtube.com/v/iUNoLR0pYjY?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Jump up and firmly grip the chinning bar with your palms facing away from you and your hands about 4-6 inches wider than shoulder width (if necessary, utilize a bench or another implement to assist in raising yourself to the bar).



Calmly allow your arms to straighten fully which will provide your Latissimus Dorsi with a pre-movement stretch.



Bend your legs to 90 degree angles and cross your ankles.



Pull yourself up to a point where your chin is above the chinning bar and arch your back at the top of the movement.



Reverse the movement and return to the starting position.



Keep tension in your shoulder muscles at the bottom of the movement to avoid injury to the shoulder joints.



The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
118,Barbell Preacher Curls,Biceps,https://www.youtube.com/v/Ywl_GTsYPWo?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sitting on a preacher curl bench, reach down and take a slightly wider than shoulder width grip on a barbell or EZ-curl bar.



With your upper arms parallel and the back of your arms against the support pad, fully straighten your arms.



Make sure to maintain the natural curves in your neck and low back throughout the movement.



Curl the barbell up towards your chest until it is close to your chin, being sure to keep your upper arms firmly planted on the pad throughout the full range of motion.



Reverse the movement and return to the starting position.



The entire motion should be performed in a smooth, controlled manner that lasts about 4 seconds with the downward movement no faster than the upward.",0
119,Back Extensions,Lower Back,https://www.youtube.com/v/2pd0E6ONks4?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand between the two pads of a hyperextension apparatus; lean forward and place your hips on the larger pad and then the back of your ankles on the smaller pad. 

 

Place your hands behind your head and then let your torso hang down towards the ground from the larger pad. 

 

Lift your torso up to a position slightly above parallel with the ground and then return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 4 seconds, with the downward movement no faster than the upward.",0
120,Back Extension: Ground,Lower Back,https://www.youtube.com/v/8szJuzPt-sg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lay on the floor flat on your stomach. 

 

Have your arms in front of you stretched out over your head. Raise your legs and upper chest off of the floor, arching your back. Keep your neck and head in a neutral or natural curve. 

 

Hold this position for one second. 

 

Return your legs and head to the floor. Repeat.",1
126,Crunch Twists,Abdominals,https://www.youtube.com/v/YqHrWA3mH-A?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on your back on the floor, with your hands cupped behind your ears and your elbows out. 

 

Cross your ankles, with your knees slightly bent, and raise your legs until your knees are perpendicular to your body. 

 

Bring your left shoulder off the ground as you cross your left elbow over to your right knee. 

 

Return to the starting position and repeat, beginning with the right shoulder, crossing your right elbow over to your left knee.",0
127,Flutter Kicks,Abdominals,https://www.youtube.com/v/XYQgBn-r6uQ?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on the end of a flat bench or the floor and stabilize your body by placing your hands under your rear and pressing your palms firmly against the ground; extend your legs out. 

 

With your legs in a fixed, slightly bent position throughout the movement, keep one leg stationary while raising the other leg up in a semicircular arc until they are about 75 degrees above the level of the floor. 

 

Reverse the movement and return to the starting point. Repeat with other leg. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 4 seconds, with the downward movement no faster than the upward.",0
131,Side Crunches,Abdominals,https://www.youtube.com/v/LlzoVGu88_o?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,Lie down on your back. Bend your knees at a 45 degree angle and lay them down to one side so they are resting on the ground. Place your hands behind your head and slowly raise your shoulders and head until your shoulder blades are off of the ground. Lower your shoulders and head. Repeat. Do not pull your head with your hands.,0
134,Stairclimbing Machine,"Cardio,Fitness Machines",https://www.youtube.com/v/YNqYawHQcUE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Cross Training activities are a good way to keep your workout fresh. Choose an exercise different from your chosen routine as cross training works other muscles and therefore can help prevent injuries. RPE is self-determined. 


RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
135,Outdoor Running,"Cardio,Running",https://www.youtube.com/v/U5jTngZqrhI?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Variable Effort Run / Cross Training Activity



Be aware that running inside is easier than running outside due to the lack of wind resistence and other weather conditions. Often your pace time inside will not translate outdoors so you might need to adjust your RPE level. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
136,Treadmill Running,"Cardio,Fitness Machines",https://www.youtube.com/v/dEna7pTW7To?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Running on a treadmill is a great way to build endurance while avoiding inclement weather and/or treacherous footing. Be aware that running inside is easier than running outside due to the lack of wind resistence and other weather conditions. Often your pace time inside will not translate outdoors so you might need to adjust your RPE level. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
137,Outdoor Cycling,"Cardio,Cycling",https://www.youtube.com/v/mx7CvsBBIro?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Variable Effort Ride / Cross Training Activity



Be aware that riding on a stationary bike inside is easier than riding outside due to the lack of wind resistence and other weather conditions. Often your pace time inside will not translate outdoors so your RPE level might need to be adjusted. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
152,Cleans,Back,https://www.youtube.com/v/mCUmi2oqlvA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"1. Squat down and grab the barbell on the floor with an overhand, shoulder-width grip,  feet about shoulder-width apart.



2. In one movement, use your hips to ull the bar off the floor to waist level, while shrugging your shoulders, and performing a short, vertical ""jump"" with an upright row to ""clean"" the bar up in the air.



3. As you complete the jump and slam your feet back into the ground, dip your knees and hip to ""catch"" the bar on the front of your shoulders. 



4. Retun the bar to the ground and repeat the entire movement.



5. WITH DUMBBELLS – Perform the movement as with the barbell version, keeping the dumbbells at the same level and balanced throughout the controlled movement.",0
153,Closed Leg Toe Touches,Abdominals,https://www.youtube.com/v/WLIa2Zta-Xg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on your back with your legs raised directly over your hips, your knees should be slightly bent. 

 

Raise your arms straight up, pointing toward your toes, and relax your head and neck. 

 

Use your upper arms to raise your rib cage toward your pelvis, lift your shoulder blades off the floor, and reach toward your toes. Hold for a second. 

 

Lower your shoulders to the floor and repeat.",0
155,Ball Crunches,Abdominals,https://www.youtube.com/v/VVBddP5oW8Y?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on the ball with your knees bent and your feet flat on the floor about shoulder width apart. Center your lower back on the ball for balance and keep your upper torso parallel to the ground. 

 

Place your hands behind your head without interlocking your fingers. Locate a point on the ceiling directly above your head. 

 

Slowly raise your upper body towards the point on the ceiling until your shoulder blades completely come off the ball, pressing down with your abdomen to keep your lower back securely in place. Hold for a second and then return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3-5 seconds, with the downward movement no faster than the upward.",0
156,Elliptical Trainer,"Cardio,Fitness Machines",https://www.youtube.com/v/BCu2Uv92pJA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Cross Training activities are a good way to keep your workout fresh. This exercise can be replaced by other cross training activities, but users 


 


RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
170,Jumping Rope,"Cardio,Drills/Plyometrics",https://www.youtube.com/v/ZQuRhNpJKVU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Cross Training activities are a good way to keep your workout fresh. This exercise can be replaced by other cross training activities, but users should choose an exercise different from their chosen routine as cross training works other muscles and therefore can help prevent injuries. RPE is self-determined. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
171,Upright Stationary Bike,"Cardio,Fitness Machines",https://www.youtube.com/v/L2Ut1na1_F8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Be aware that riding on a stationary bike inside is easier than riding outside due to the lack of wind resistance and other weather conditions. Often your pace time inside will not translate outdoors so your RPE level might need to be adjusted. 


RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
173,Cardio Kickboxing,"Cardio,Aerobics/Dancing",https://www.youtube.com/v/d5Vli_1xdws?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Cross Training activities are a good way to keep your workout fresh. This exercise can be replaced by other cross training activities, but users should choose an exercise different from their chosen routine as cross training works other muscles and therefore can help prevent injuries. RPE is self-determined. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
175,Knee to Chest Crunches,Abdominals,https://www.youtube.com/v/r2niW-RwjEE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on your back with your arms at your sides.  

 

Keeping your lower back against the floor, lift your knees to your chest. Hold.

 

Then straighten to the starting position and repeat.  

 

Keep your abs tight throughout the exercise.",0
192,Recumbent Stationary Bike,"Cardio,Fitness Machines",https://www.youtube.com/v/d2wAIl9aKcc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Steady-State Cardio



	Be aware that riding on a stationary bike inside is easier than riding outside due to the lack of wind resistence and other weather conditions. Often your pace time inside will not translate outdoors so your RPE level might need to be adjusted.

	 



	RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.



	10 = extreme exertion -- conversation is impossible



	8 = high effort -- conversation is extremely labored



	6 = optimum effort -- conversation is difficult, but possible



	4 = medium effort -- conversation is easy to maintain



	2 = warm up",0
197,Side-Ups,Abdominals,https://www.youtube.com/v/dXlIVsMF4II?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on your side with your body in a straight line. Fold your arms across your chest.



	Keeping your legs together, lift them off the floor as you raise your top elbow toward your hip.



	The range of motion is short, but you should feel an intense contraction in your oblique muscles.",0
206,Dumbbell Step Ups,Thighs,https://www.youtube.com/v/4Dvj5zH4gQE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Stand with your feet about shoulder width apart with your toes pointing forward at their natural angle.  

 

Hold the dumbbells at your sides with your arms straight and palms facing your body. 

 

Raise your right leg with knee bent and step up onto the platform. Follow with your left leg. Stand with both legs straight on the platform before stepping down with your left leg. Follow with your right leg returning to the starting position. 

 

Repeat starting with the opposite leg.",0
212,Rowing Machine,"Cardio,Fitness Machines",https://www.youtube.com/v/tbaKM0nhNSk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Be aware that using a rowing machine inside is easier than rowingoutside due to the lack of wind resistence and other weather conditions. Often your pace time inside will not translate outdoors so your RPE level might need to be adjusted. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
215,Suicide Curls,Biceps,https://www.youtube.com/v/dXc98BhRSyQ?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Hold the EZ Bar along your upper thighs with a shoulder width grip and palms facing forward. 



Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement.



Curl the barbell halfway up towards your chest, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement. Reverse the movement and slowly return to the starting position. Repeat for 7-10 reps.



Curl the barbell up towards your chest until it is close to your chin, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement. Reverse the movement and slowly return to the starting position. Repeat for 7-10 reps.



Curl the barbell up towards your chest until it is close to your chin, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement. Hold the bar at chin level, then return down only halfway. Reverse the movement and slowly return to the starting position. Repeat for 7-10 reps.",0
218,Weight Roll-Ups,Forearms,https://www.youtube.com/v/F07Up2oyIlg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"With palms facing downward, hold the ends of a short stake or bar with a string in the center attached to a 5 or 10 lb. weight.



Extend your arms straight out at shoulder length, elbows slightly bent, and twist the stake so that the weight moves to the top – wrapping the string around the stake.



Once the weight has reached the stake, reverse the actions so that the weight moves all the way back down.",0
219,EZ Curl Bar Curls,Biceps,https://www.youtube.com/v/4b09RZ9HX60?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Hold the EZ Bar along your upper thighs with a shoulder width grip and palms facing forward. 

 

Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement. 

 

Curl the barbell up towards your chest until it is close to your chin, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
220,Wide-Grip Front Pulldowns,Back,https://www.youtube.com/v/klaVLPrL4R8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat or pad such that it rests on your lower thighs just above your knees.



Stand up and grab the bar with a slightly wider than shoulder width grip with your palms facing away from you.



Sit down with your arms fully extended and your thighs underneath the pads.



Pull the weight down in front of your head until it is close to your chest, focusing on pulling your elbows down and back as you perform the movement.



Keep a good arch in your back and your torso in a fixed vertical position throughout the movement.



Reverse the movement and return to the starting position.



The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
222,Hip Abduction Machine,Thighs,https://www.youtube.com/v/eeccy_ZhZ7A?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Pull the levers to open the pads.



Sit down and pull the lever again to bring the pads in towards your legs.



The pads should press against the outsides of your legs and your feet should be in the stirrups. 



Keep your legs about hip width apart.



Make sure that your back is pressed against the back rest firmly and that you are sitting up straight.



Place your hands on the handles.



Push outward with your legs against the pads and bring your legs out as far as you can.



Slowly bring them back together and repeat for as many times as is necessary.",0
223,Hip Adduction Machine,Thighs,https://www.youtube.com/v/GMm4crlbdpU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit down with your back resting against the back rest.



Set the weight  you would like.



Place your feet in the stirrups and press your legs against the pads by your knees.



Pull the handle and let your legs go out only as far as is comfortable.  The muscles in your inner thigh should slightly stretch.



Press your legs back together slowly and release them again slowly for as many times as is required.



When you are done, pull the handle again to allow the the pads to come back together.",0
224,Machine Side Twists,Abdominals,https://www.youtube.com/v/vywW1Xv9ac8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"1. Place your legs and torso against the pads and hold the handles to stabilize your body. 



2. Using your obliques, twist your body to the side. 



3. Repeat on the other side.",0
243,Medium Run,"Cardio,Running",https://www.youtube.com/v/NSyo06sZXOU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"This running exercise should be completed at 65% of YOUR maximum effort, at an RPE of approximately 4. 




RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
246,"440 yard sprint (1/4 mile)","Cardio,Running",https://www.youtube.com/v/wb3pkb8-pdE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"High Intensity Interval Sprint



This exercise should be completed at 3/4 effort for the first 220 yards (RPE 8of the sprint and at maximum effort (RPE 10) for the remaining 220 yards. 



RPE stands for Rate of Perceived Exertion and is based on a 10-point scale



10 = extreme exertion -- conversation is impossible

8 = high effort -- conversation is extremely labored

6 = optimum effort -- conversation is difficult, but possible

4 = medium effort -- conversation is easy to maintain

2 = warm up",0
248,Cardio Warm Up,"Cardio,Aerobics/Dancing",https://www.youtube.com/v/35wNKalvgTc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"This exercise can be performed before all cardio activity and especially before any type of speed training.  



Any light cardio activity is acceptable. The purpose is to increase the heart rate and warm up the body before intense activity is initiated. This exercise should be performed BEFORE stretching at an RPE between 2-4. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
249,Cool Down,"Cardio,Aerobics/Dancing",https://www.youtube.com/v/my437ICgTr8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Cool Down and Post-Activity Stretching should be a part of your routine.  




Generally set at 5 minutes in duration
, this exercise should be completed after cardio exercise at an RPE between 2-4. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
251,Easy Run,"Cardio,Running",https://www.youtube.com/v/Fr0Dnf2vFEs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"The exercise Easy Run should be completed at YOUR self-determined pace for the duration of the exercise, an RPE of approximately 4. 




RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
253,Pre-Lift Cardio Warm Up,"Cardio,Aerobics/Dancing",https://www.youtube.com/v/gzyAJTCTYgs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Warm Up Activity



	Before completing a strength workout complete a 5-minute cardio warm up to loosen up your muscles. Any activity that raises your heart rate will do at an RPE between 2-4.

	 



	RPE stands for Rate of Perceived Exertion and is based on a 10-point scale.



	10 = extreme exertion -- conversation is impossible



	8 = high effort -- conversation is extremely labored



	6 = optimum effort -- conversation is difficult, but possible



	4 = medium effort -- conversation is easy to maintain



	2 = warm up







	If you choose to stretch before lifting, please do so AFTER the cardio activity.",0
254,Active Rest - Walk (RPE 1),"Cardio,Walking",https://www.youtube.com/v/Li_OzH6Fayw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"As a form of rest between variable effort speedwalking intervals, you should complete 1-2 minutes of very easy walking at an RPE of approximately 1. 


RPE stands for 
Rate of Perceived Exertion
 and is based on a 10-point scale.


10 = extreme exertion -- conversation is impossible


8 = high effort -- conversation is extremely labored


6 = optimum effort -- conversation is difficult, but possible


4 = medium effort -- conversation is easy to maintain


2 = warm up",0
